Date,User_Base_(Number_of_Users),Average_Time_Spent_(in_minutes),Content_Completion_Rate_(%),Student_Test_Score_Improvement_(%),Student_Satisfaction_(%),Revenue_Growth_(Year-over-Year_%),Funding_Round_Amount_(in_millions_USD),Market_Share_(%),Social_Media_Sentiment_Score,News_Article_Sentiment_Score,Number_of_Courses_Offered,Regional_Performance_Score,Focus_on_Adaptive_Learning_(Yes/No),Expert_Faculty_(Yes/No),Countries_of_Operation,Strategic_Partnerships_(Yes/No),Government_Initiatives_(Yes/No),Byju's_Future_Plans,Market_Size_(in_millions_USD)
10-04-2015,1418268.307,27.89414693,93.28900201,4.50976046,96.86216663,61.04230141,54.94723187,31.24712298,0.861971631,0.936974863,116.0453492,0.897007521, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Launch AI tutor    ,584.7658248
11-04-2015,1416322.818,23.27514106,84.95515935,18.64074,89.91784104,31.56135291,108.3103439,34.23075001,0.8766112,0.743643863,133.0803441,0.86362221,No, Yes                   ," India, USA             ",No, Yes                         , Partner with schools,611.635374
12-04-2015,1452923.567,24.32955383,97.64130445,15.04129453,98.15821029,41.73252096,113.516153,37.57289411,1.049128132,0.931472504,124.3021693,0.944122034,No, Yes                   ," India, USA, UK, Australia ", Yes                          ,No, Partner with schools,571.9999792
13-04-2015,1245752.205,17.5157613,88.74620629,24.13992947,93.1371483,48.42138689,79.19698246,42.73287881,0.886001586,0.608319815,129.0436333,0.966928001,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Africa   ,523.3043026
14-04-2015,1115049.708,24.84482824,96.07067119,36.12984081,93.97037747,44.6258102,101.4995423,38.46767116,0.826845077,0.656378647,151.2359246,0.930520524,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch AI tutor    ,626.0324228
15-04-2015,1087105.282,26.24869136,91.00920029,8.93151855,92.28488374,43.81057764,98.56307705,31.02092672,0.849254312,0.718624571,133.8451291,0.982089355, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                        , Acquire smaller startup,646.5396611
16-04-2015,1086161.951,26.90260575,96.92437556,18.94656904,91.68591879,45.97844456,99.16562365,43.11916529,0.882619469,0.813052101,110.1925436,1.013316979, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Partner with schools,599.1712837
17-04-2015,1326997.004,22.41079255,89.68134742,12.87585962,96.21212248,26.58248699,43.61232387,36.80666095,0.958180447,0.698555629,130.471479,0.972635927,No,No," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         ,Greedy gamification,598.2940447
18-04-2015,1416125.715,31.07215115,94.38016842,16.64934304,85.81815435,38.99604764,105.0688086,38.1462388,0.800833869,0.809747759,130.922292,0.915924853,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Interactive learning,613.1764777
19-04-2015,1236795.446,21.58959529,86.51973986,28.54766987,101.0953285,41.8169857,80.81281845,34.41020916,1.044069001,0.681130572,151.8871463,0.972402996, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          ,No, Partner with schools,488.280943
20-04-2015,1239729.097,26.75918747,95.55942708,29.1130688,92.85423361,52.68661075,124.0875751,37.7254186,0.812209736,0.612762773,132.1589795,0.890743301, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,618.4928844
21-04-2015,1163971.74,27.8664181,90.28855271,26.16935515,87.29952082,43.60573214,70.67348829,33.78284974,0.846558554,0.809126222,136.346363,0.854624388, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ",No,No, Enter Middle East  ,563.9987537
22-04-2015,1184727.998,26.30224348,94.40147326,33.13288631,97.6488375,41.07334675,76.15073149,36.36973807,0.890179224,0.77733295,140.0590396,0.868968106, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,502.1953541
23-04-2015,1528485.4,25.51623639,84.09566333,33.1432008,92.53761625,21.34202041,77.21675304,35.51750394,0.955888079,0.610134075,146.5045828,0.841298984, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Africa   ,645.3612085
24-04-2015,1066597.604,34.64044668,92.14779681,27.97249012,85.58626628,54.47650918,63.09917781,34.50812905,0.731897217,0.6604273,125.8266762,0.856673439, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch AI tutor    ,574.3851916
25-04-2015,1315367.032,21.69937856,95.09182184,10.3001439,89.59113518,60.69293924,70.31794785,37.98879878,0.974995487,0.728109217,146.5742171,0.93565297, Yes                               , Yes                   ," India, USA             ", Yes                          ,No, Launch new app     ,545.2310377
26-04-2015,1241545.489,22.61783643,93.82910433,20.38101759,89.37471811,46.77876309,119.9579302,36.607574,0.917683335,0.681179676,137.9430983,0.950679867, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                         , Expand to Europe   ,548.2962069
27-04-2015,1370421.545,30.36344311,86.64671969,11.34977847,89.23407758,53.36646706,106.356656,32.20414406,0.806232184,0.827497073,171.7458278,0.938000177,No,No," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,632.2481452
28-04-2015,1233834.129,33.52522793,80.36940392,33.57909278,89.27280044,26.68491443,20.14990936,38.51457919,0.890138413,0.875365155,139.745838,0.953533678, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Enter Middle East  ,639.6623701
29-04-2015,1360013.949,35.04238716,92.99909695,15.25448275,93.3548608,34.0080582,114.4375486,44.42021608,0.89629713,0.602729151,145.7423751,0.799692252, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,478.1161597
30-04-2015,1256477.196,16.80688509,101.065362,25.36595759,92.04314453,40.29638135,62.18320472,38.47947087,0.783229677,0.594834179,132.6495344,0.894307594,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Asia     ,554.0372971
01-05-2015,1062761.319,18.3408421,98.63884318,26.16496821,89.15339915,22.55162353,61.33161902,34.11729839,0.760811843,0.615792222,118.2587635,1.006559662,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire smaller startup,584.1424713
02-05-2015,1306430.397,20.8485302,98.19059121,24.34650424,90.39042423,38.33823276,50.06154212,39.32176053,0.8566206,0.912304132,139.4251909,0.953566014, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire competitor ,574.7333108
03-05-2015,1580106.811,20.97777988,86.05998387,17.43122549,93.57041171,45.02649527,89.65127967,41.36168825,0.983206327,0.838428504,113.22844,0.929406927, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No,No,Dynamic learning trials,552.6147922
04-05-2015,1223719.927,30.50089697,88.86176687,7.281036763,94.71197911,24.02169806,86.67348166,35.01430902,1.130801488,0.795144785,126.2830062,0.952755524, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                         , Enter Middle East  ,643.7274317
05-05-2015,1259198.445,23.79758914,88.75789206,27.29551043,94.45276599,44.50334648,73.95357872,42.41501594,0.919374624,0.764215817,158.7630727,0.997275349, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         , Expand to Europe   ,599.22122
06-05-2015,1351956.623,35.85532058,84.11176345,-0.467992736,89.66963487,37.17909919,85.69717938,37.58155772,0.851650687,0.767915434,122.8082941,0.93296776,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,626.451095
07-05-2015,1202431.299,24.51352067,96.25426842,12.30745218,97.23209929,40.53936081,32.68967559,30.30656674,0.9379968,0.88532036,142.4576463,0.915084574, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ",No, Yes                        , Partner with schools,567.2120818
08-05-2015,1432552.092,32.45036685,92.99491429,21.31445529,93.45685306,43.35841726,93.75164905,35.51324139,0.846629024,0.841614348,132.8628578,1.003773959,No,No," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Greedy gamification,587.0913263
09-05-2015,1201931.862,26.71543538,93.45301796,11.50593766,94.97028832,51.88484854,60.31928986,44.4566533,0.824995649,0.712948887,111.9290748,0.876701509, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Enter Middle East  ,559.1779745
10-05-2015,1231365.187,21.70293057,86.36084938,30.85771803,97.97810033,45.8869708,89.47517098,33.05351018,0.969557311,0.5597319,102.9429142,0.885720281, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,522.9703121
11-05-2015,1643020.932,24.44425156,95.32437824,21.37507706,97.71919067,34.78918973,53.63254668,37.70616053,1.029686678,0.589381538,111.4377583,0.890382733, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Acquire competitor ,627.1847771
12-05-2015,1350950.303,33.90100676,99.67991765,38.01082107,95.79128687,39.00753202,80.13374511,39.08045521,0.881956535,0.796296215,117.6205701,0.908398863, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch AI tutor    ,626.0879166
13-05-2015,1113058.688,24.37456557,92.77143406,26.12096099,87.80257197,29.61363972,85.58740489,36.28996346,0.868539486,0.851601498,111.4617569,0.899722139, Yes                               , Yes                   ," India, USA             ", Yes                          , Yes                         , Expand to Asia     ,629.3753597
14-05-2015,1599894.359,28.30613463,91.46600684,22.75294976,88.86103492,38.70721056,85.24807675,38.56931872,0.838315049,0.708963998,139.3514615,0.885667555,No,No," India, USA, UK         ",No, Yes                         , Expand to Africa   ,596.7356839
15-05-2015,1501796.529,24.21664228,83.76454891,33.95373338,93.0366064,47.68886196,76.59098817,35.82740034,0.816291883,0.788491732,140.199608,0.960041834,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,597.8657242
16-05-2015,1396315.922,25.59933113,86.37553372,22.90681594,88.51922209,52.57304959,68.1687275,32.77739846,0.894903315,0.732937522,149.8781937,0.917401771, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                         , Expand to Europe   ,610.1224506
17-05-2015,1311365.338,25.56890268,93.09619457,23.6828158,93.28700463,37.89468102,108.8065427,38.20146839,0.849715461,0.827704972,121.0170211,0.990849536,No, Yes                   ," India, USA, UK, Australia ", Yes                          ,No, Launch new feature,566.3743594
